date,location,gndr,age,employ,student,efl,income,os,model,phage,provider,chngpro,chngprowhy,phone+,bothcontract,whodwnld,game,bus/train,socialmed,calendar,messapp,email,music,bank,weather,browse,news,paidapp,learnapp,frequsetxt,frequsecl,frequsefb,frequseem,bought,fillform,pubprofile,bank,nobankacct,infosafe,mnysecr,fees,face2face,atm,,,,
7/27/14,NYCHA,0,1,1,2,0,0,1,Galaxy,2,1,1,,1,,0,0,0,0,1,1,0,0,1,1,0,1,1,0,2,1,0,3,0,1,0,1,2,0,0,0,1,1,,,,
7/22/14,SoBro (Simpson/196),0,1,0,2,0,0,2,HTC,2,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,3,2,1,0,1,0,1,2,1,0,1,1,1,,,,
7/18/14,Phone - personal network,1,1,1,2,0,0,0,iphone,4,1,0,3,1,,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,3,2,0,1,0,0,2,1,1,1,1,1,,,,
7/26/14,Brownsville (Old Timers Day),1,1,1,2,0,0,0,T-mobile,5,1,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,0,1,0,0,2,1,1,1,1,1,,,,
8/4/14,NYCHA,0,1,4,0,1,0,0,,,1,1,,1,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,2,3,1,1,0,1,0,1,1,1,1,1,,,,
7/28/14,Rockaway Ave,0,1,4,0,0,0,0,,,1,1,,1,,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,2,3,1,1,0,1,2,1,1,1,0,1,,,,
8/4/14,NYCHA,1,1,2,2,0,0,1,Alcatel,,1,1,,1,,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,3,2,1,1,1,1,0,1,1,1,1,1,,,,
7/19/14,Harlem,0,1,1,2,1,0,0,iphone,,1,1,,0,1,,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,3,2,0,0,0,0,2,1,1,1,1,0,,,,
7/29/14,Marine Park (King’s Plaza),1,1,1,0,0,0,0,,,1,1,,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,1,0,3,0,1,0,1,1,1,1,1,1,0,,,,
7/29/14,Marine Park (King’s Plaza),1,1,1,2,0,0,0,,,1,1,,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,2,0,3,0,1,0,1,0,1,1,1,1,1,,,,
8/4/14,NYCHA,0,1,1,2,1,0,1,S3,,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,0,0,0,0,1,1,1,1,1,1,,,,
8/17/14,Union Square,0,1,1,0,0,0,0,iphone,0,2,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,4,1,1,0,0,2,1,1,1,1,0,,,,
8/3/14,Harlem,0,1,1,2,0,0,1,Galaxy,1,2,0,2,1,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,3,0,1,0,1,0,0,0,0,0,0,,,,
8/14/14,Brownsville (BRC Center),1,1,1,0,0,0,0,iphone,2,2,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2,0,0,0,0,2,1,1,1,1,1,,,,
7/28/14,Rockaway Ave,0,1,2,2,0,0,0,iphone,,2,1,,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,2,3,1,1,1,0,2,1,1,0,1,0,,,,
7/29/14,Marine Park (King’s Plaza),0,1,4,1,0,0,0,,,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,0,0,1,1,1,1,1,1,,,,
8/4/14,NYCHA,0,1,1,1,1,0,0,,,2,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,0,0,1,1,1,1,1,1,,,,
7/28/14,Rockaway Ave,0,1,1,1,0,0,0,,,2,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,0,0,2,1,1,1,1,1,,,,
8/1-8/7,Church & Flatbush,1,1,2,2,0,0,1,samsung,0,3,1,,1,,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2,0,3,1,1,1,1,1,2,1,0,1,1,1,,,,
,,0,1,0,1,0,0,0,iphone,0,3,0,4,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,2,0,3,0,1,1,1,1,1,1,1,1,1,,,,
7/26/14,Brownsville (Old Timers Day),1,1,1,2,0,0,1,samsung,0,3,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,3,0,1,0,0,2,1,1,1,1,1,,,,
8/14/14,Brownsville (BRC Center),1,1,2,2,0,0,0,iphone,2,3,1,,1,,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,2,4,3,0,1,0,0,2,1,1,1,0,1,,,,
8/9/14,Park Slope (Sunset park market),1,1,1,2,0,0,0,iphone,3,3,0,0,1,,0,0,1,0,0,1,1,1,1,0,1,0,0,1,2,3,1,4,0,1,1,1,2,1,1,1,0,1,,,,
7/20/14,East NY (Gateway Mall),1,1,2,2,1,0,1,,,3,1,,1,,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,3,1,1,1,0,1,2,1,1,1,1,1,,,,
8/4/14,NYCHA,0,1,4,0,0,0,0,iphone,,3,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,1,0,0,1,1,1,1,1,1,,,,
8/4/14,NYCHA,0,1,0,0,0,0,1,,,3,1,,1,,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,2,3,0,0,0,1,0,1,1,1,1,1,,,,
7/28/14,SoBro (Courtlandt),0,1,2,2,0,0,3,,0,4,0,0,1,,,1,1,1,0,1,1,1,1,1,1,1,1,,1,0,3,2,0,0,0,1,2,1,1,1,1,1,,,,
7/20/14,East NY (Gateway Mall),0,1,2,2,0,0,2,,,4,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,2,3,0,1,1,1,2,1,1,1,0,1,,,,
7/20/14,East NY (Gateway Mall),0,1,2,2,0,0,2,,,4,0,0,1,,0,0,1,1,1,1,1,1,1,1,1,1,1,2,0,1,2,3,0,1,1,0,2,1,1,1,1,1,,,,
7/20/14,East NY (Gateway Mall),0,1,2,2,0,0,1,Galaxy,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,1,0,0,2,1,1,1,1,0,,,,
7/26/14,NYCHA,0,1,2,2,0,0,1,Galaxy,3,5,0,0,1,,0,0,0,0,1,1,1,0,1,1,1,1,1,2,0,3,0,1,1,1,0,1,2,1,1,1,1,1,,,,
8/4/14,NYCHA,1,1,1,1,1,0,,,,5,1,,1,,1,0,1,0,1,0,0,0,1,0,0,1,1,0,2,1,0,3,1,1,0,1,1,0,1,1,1,1,,,,
7/28/14,Rockaway Ave,1,1,4,1,1,0,1,,,5,1,,1,,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,2,0,3,0,0,0,1,2,1,1,1,1,1,,,,
7/26/14,NYCHA,1,1,2,2,0,0,1,Galaxy,,5,0,0,1,,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,2,0,3,0,0,0,1,2,0,1,1,1,1,,,,
7/18/14,Online - Facebook ,0,1,1,2,0,0,0,iphone,0,6,1,,1,,0,0,1,0,1,0,0,0,1,1,0,1,0,1,2,0,1,3,1,0,1,1,2,1,1,1,1,1,,,,
7/18/14,Online - Facebook ,1,1,1,2,0,0,0,iphone,0,6,1,,1,,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,1,0,3,0,1,0,0,2,1,1,1,1,1,,,,
7/22/14,Bergen Welfare Center,1,1,2,2,0,0,1,OG ,0,6,1,,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,3,0,0,0,1,2,1,1,1,1,0,,,,
7/19/14,Online - Facebook ,1,1,4,2,0,0,0,iphone,1,6,1,,1,,0,0,1,0,1,0,0,0,1,1,1,1,1,0,2,0,1,3,1,1,0,1,2,1,1,1,1,1,,,,
7/27/14,UWS (door to door),1,1,4,0,0,0,0,iphone,2,6,0,0,1,,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,2,3,1,1,1,1,2,0,1,1,1,1,,,,
7/18/14,Central Park,1,1,2,1,0,0,1,HTC,2,6,0,2,1,,0,0,0,0,1,1,0,0,1,0,0,0,1,1,2,0,1,3,1,1,0,1,2,1,1,1,0,1,,,,
8/3/14,Harlem,1,1,4,0,0,0,1,Galaxy,3,6,1,,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,2,3,1,0,1,0,0,1,1,1,1,1,,,,
7/18/14,Online - Facebook ,1,1,0,2,0,0,0,iphone,4,6,0,3,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,3,2,0,1,3,1,1,0,1,2,1,1,1,1,1,,,,
7/22/14,SoBro (Simpson/196),1,1,1,2,0,0,0,,,6,1,,1,,0,0,0,0,0,1,0,0,1,1,0,1,1,0,2,1,0,3,1,1,0,1,2,0,1,1,1,1,,,,
8/4/14,NYCHA,0,1,0,2,0,0,0,iphone,,6,1,,1,,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,3,2,1,0,1,0,0,1,1,1,1,1,1,,,,
8/4/14,NYCHA,0,1,2,2,0,0,1,,,7,1,,1,,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,2,3,1,1,0,1,0,1,1,1,1,1,,,,
7/28/14,Rockaway Ave,0,1,2,2,0,0,1,No Phone,,7,1,,1,,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,2,3,0,0,0,1,2,1,1,1,0,0,,,,
7/18/14,Online - Facebook ,0,1,2,2,0,0,0,iphone,0,8,0,0,1,,0,0,1,0,0,1,0,1,1,0,0,1,1,1,2,0,1,3,1,1,0,1,2,1,1,1,1,1,,,,
7/19/14,Online - Facebook ,0,1,2,2,0,0,1,Galaxy,0,8,0,0,1,,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,1,3,1,1,0,1,2,1,1,1,1,1,,,,
7/28/14,SoBro (Courtlandt),1,1,2,2,0,0,1,Blu,0,8,1,,1,,0,0,1,0,1,1,1,0,1,0,1,1,1,2,3,2,0,1,0,1,1,1,2,1,1,1,0,1,,,,
8/1-8/7,East NY Welfare Center,1,1,2,2,0,0,1,LG,3,8,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,1,0,0,0,0,0,2,1,1,1,1,1,,,,
7/19/14,Central Park,0,1,4,0,1,0,1,samsung,5,8,1,,1,,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,3,1,2,1,1,1,1,2,0,1,1,1,1,,,,
7/28/14,Rockaway Ave,1,1,2,2,0,0,1,,,8,1,,1,,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,2,3,0,1,1,1,2,1,1,1,1,0,,,,
8/17/14,Union Square,0,1,1,1,0,1,1,Galaxy,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,3,2,4,0,0,0,1,2,0,1,1,1,1,,,,
7/19/14,SoBro (Courtlandt),0,1,2,2,0,1,1,,0,0,0,2,1,,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,2,3,0,0,0,1,2,1,1,1,1,0,,,,
8/4/14,Dwtn Bklyn (City Tech),0,1,4,1,0,1,1,LG,2,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,2,1,3,4,0,1,0,1,2,0,1,1,1,1,,,,
8/7/14,Bergen Welfare Center,1,1,4,1,0,1,1,LG,2,0,0,0,1,,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,4,2,3,0,1,0,1,2,1,1,1,1,0,,,,
8/4/14,Dwtn Bklyn (City Tech),0,1,1,2,0,1,1,LG,2,0,0,0,1,,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,4,2,3,0,0,0,1,2,1,1,1,0,1,,,,
7/18/14,Central Park,0,1,0,1,0,1,1,LG,2,0,1,,1,,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,3,2,0,1,0,0,2,1,1,1,1,1,,,,
8/10/14,Dominican Pride Parade,1,1,1,2,1,1,1,LG,3,0,1,,1,,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,2,4,3,0,0,0,1,2,1,1,1,1,1,,,,
8/14/14,Brownsville (BRC Center),0,1,1,1,0,1,1,LG,4,0,1,,1,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4,2,3,0,0,0,1,2,1,1,1,1,0,,,,
8/1-8/7,Bronx Zoo,0,1,1,2,0,1,1,LG,,0,1,,1,,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,2,1,3,1,1,0,1,2,1,1,1,1,1,,,,
7/26/14,NYCHA,0,1,0,2,0,1,1,HTC,,0,0,0,1,,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,2,0,3,1,0,1,1,2,1,0,1,1,1,,,,
7/30/14,Brownsville (Clinic),0,1,1,2,0,1,1,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,0,1,1,1,1,1,1,1,1,1,,,,
7/28/14,Rockaway Ave,0,1,1,2,0,1,1,,,0,0,0,1,,1,0,0,0,1,1,0,0,0,1,0,1,1,0,2,3,1,0,0,1,1,0,2,1,1,1,1,1,,,,
7/28/14,Rockaway Ave,1,1,1,2,0,1,1,,,0,1,,1,,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,2,3,0,1,1,1,2,1,1,1,1,1,,,,
7/20/14,East NY (Gateway Mall),0,1,2,2,0,1,1,,,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,1,0,1,1,1,2,1,1,0,1,1,,,,
7/19/14,Harlem,0,1,2,2,0,1,0,iphone,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,3,1,0,0,1,2,1,1,1,0,1,,,,
7/18/14,Phone - personal network,0,1,0,2,0,1,0,iphone,0,1,0,3,1,,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,2,0,1,0,1,2,1,1,1,1,1,,,,
7/27/14,NYCHA,1,1,0,2,0,1,0,iphone,1,1,1,,1,,0,0,0,0,1,1,1,0,0,0,0,0,1,,1,0,2,3,1,1,0,0,2,1,1,1,1,1,,,,
7/29/14,Marine Park (King’s Plaza),0,1,0,2,0,1,0,iphone,1,1,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,3,2,0,1,1,0,1,1,1,1,1,1,,,,
8/2/14,Bedford Ave,1,1,4,1,0,1,1,Galaxy,1,1,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,3,0,1,1,0,2,1,1,1,1,1,,,,
8/3/14,Harlem,0,1,1,1,1,1,0,iphone,2,1,1,,1,,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,2,1,1,1,0,1,0,1,1,1,1,1,,,,
7/22/14,SoBro (Simpson/196),1,1,1,2,0,1,1,iphone,2,1,1,,1,,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,2,3,0,1,1,0,1,2,1,1,1,0,1,,,,
7/27/14,NYCHA,1,1,1,2,0,1,0,iphone,2,1,0,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,1,0,1,0,0,2,1,1,1,1,1,,,,
7/20-7/27,Harlem,0,1,1,1,1,1,1,LG GS,2,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,3,1,2,4,0,0,0,2,0,1,1,1,1,1,,,,
8/2/14,SoBro (personal party),1,1,1,2,1,1,2,HTC,2,1,1,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,0,0,0,0,1,1,1,1,0,1,,,,
8/14/14,Brownsville (BRC Center),1,1,1,1,0,1,1,optimus f3,3,1,1,,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,3,4,2,0,1,1,0,2,1,1,1,1,0,,,,
7/20/14,East NY (Gateway Mall),0,1,1,2,0,1,1,Galaxy,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,3,0,1,0,0,2,1,1,1,1,1,,,,
8/9/14,Park Slope (Sunset park market),1,1,1,2,0,1,,nokia nuron,5,1,1,,1,,1,0,1,1,0,0,0,0,1,0,1,0,1,0,2,1,4,3,1,1,0,1,2,1,1,1,0,1,,,,
7/28/14,Rockaway Ave,0,1,1,2,0,1,0,,,1,1,,1,,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,2,3,1,1,0,1,2,0,1,1,1,1,,,,
7/29/14,Marine Park (King’s Plaza),1,1,1,1,1,1,0,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,3,0,1,0,0,1,1,1,1,1,1,,,,
7/28/14,Rockaway Ave,1,1,0,1,1,1,0,"S4,Iphone",,1,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,3,0,1,0,0,2,1,1,1,1,1,,,,
7/30/14,Brownsville (Clinic),0,1,1,1,0,1,1,S4,,1,1,,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,3,2,0,1,1,1,1,1,1,1,1,0,,,,
7/28/14,Rockaway Ave,1,1,1,2,0,1,1,S3,,1,1,,1,,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,2,3,0,1,1,1,2,1,1,1,1,0,,,,
8/4/14,NYCHA,1,1,0,2,0,1,1,,,1,1,,1,,1,1,1,0,0,0,1,0,1,1,1,1,0,3,3,2,1,0,0,0,0,1,1,1,1,1,1,1,,,,
7/25/14,Central Park,1,1,1,2,0,1,1,motorla razr,0,2,0,3,1,,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,2,1,3,1,0,0,1,2,1,0,1,1,1,,,,
8/2/14,Dwtn Bklyn,0,1,4,0,0,1,1,LG,1,2,1,,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,3,2,4,1,1,0,1,2,1,1,1,1,0,,,,
8/8/14,Marine Park (King’s Plaza),1,1,4,0,0,1,0,iphone,2,2,0,1,1,,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,2,3,4,0,0,0,1,2,1,1,0,1,1,,,,
8/7/14,Bergen Welfare Center,1,1,1,2,0,1,1,LG,4,2,1,,1,,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,3,2,4,0,1,0,1,2,1,1,1,0,1,,,,
7/28/14,Rockaway Ave,0,1,0,2,0,1,0,,,2,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,2,0,1,2,3,1,0,1,1,2,1,1,1,1,1,,,,
8/4/14,NYCHA,0,1,1,0,1,1,1,Galaxy,,2,1,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,3,0,1,0,1,1,0,1,1,1,1,,,,
7/20/14,East NY (Gateway Mall),0,1,1,2,0,1,1,Galaxy,0,3,1,,1,,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,2,3,1,1,1,0,2,1,1,1,1,1,,,,
7/27/14,NYCHA,0,1,0,2,0,1,2,nokia lumia,0,3,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,2,0,3,1,1,0,1,2,0,0,0,0,0,,,,
8/14/14,Brownsville (BRC Center),0,1,1,2,1,1,0,iphone,1,3,1,,1,,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,4,3,2,0,1,0,0,2,1,1,1,0,1,,,,
8/14/14,Brownsville (BRC Center),1,1,1,2,0,1,0,iphone,2,3,1,,1,,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,3,4,2,0,0,1,0,2,1,1,1,1,0,,,,
7/29/14,Marine Park (King’s Plaza),1,1,1,1,0,1,0,,,3,1,,1,,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,2,3,1,1,0,1,1,0,1,1,1,1,,,,
7/30/14,Flatbush Ave,0,1,2,2,0,1,0,iphone,,3,1,,1,,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,3,2,4,0,1,0,1,2,1,1,1,0,1,,,,
7/30/14,Brownsville (Clinic),1,1,0,2,0,1,1,,,3,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,0,1,0,0,1,1,1,1,1,1,,,,
7/27/14,NYCHA,1,1,2,2,0,1,2,nokia lumia ,,3,1,,1,,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,3,2,0,0,0,1,2,1,1,1,1,1,,,,
8/2/14,SoBro (personal party),0,1,1,2,0,1,1,kyocera,,4,0,0,1,,0,1,1,1,0,1,1,1,1,1,1,1,1,2,1,0,2,3,1,1,0,1,0,1,1,1,1,0,,,,
7/20/14,East NY (Gateway Mall),1,1,0,2,1,1,2,,,4,0,0,1,,0,0,1,1,1,1,1,1,1,1,1,0,1,2,0,1,2,3,0,1,1,1,2,1,1,1,1,1,,,,
8/15/14,East Flatbush (church),1,1,1,1,0,1,1,Galaxy,0,5,0,0,1,,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,2,3,4,1,0,0,1,2,1,0,1,1,1,,,,
7/22/14,SoBro (Simpson/196),1,1,1,2,0,1,1,Galaxy,0,5,1,,1,,1,0,1,0,0,1,0,0,1,1,1,1,0,0,2,3,1,0,1,1,0,1,2,1,1,1,0,1,,,,
7/20/14,East NY (Gateway Mall),0,1,4,0,0,1,1,Galaxy,0,5,1,,1,,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,2,3,0,1,1,1,2,1,1,0,1,1,,,,
7/30/14,Brownsville (Clinic),0,1,0,2,0,1,1,,,5,0,0,1,,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,2,3,1,1,1,1,1,1,1,1,1,0,,,,
8/4/14,NYCHA,0,1,0,1,1,1,1,,,5,1,,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,2,1,3,1,1,0,1,0,1,1,1,1,1,,,,
7/30/14,Brownsville (Clinic),1,1,2,2,0,1,1,,,5,0,2,1,,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,2,3,0,1,1,1,0,1,1,1,1,1,,,,
7/19/14,Online - Facebook ,0,1,1,2,0,1,0,iphone,0,6,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,0,1,1,0,0,2,1,1,1,1,1,,,,
7/25/14,Central Park,1,1,1,2,0,1,0,iphone,0,6,0,1,1,,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,3,0,1,0,0,2,1,1,1,1,1,,,,
7/19/14,SoBro (St Mary’s Park),0,1,0,2,0,1,0,iphone,0,6,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,1,0,0,2,1,1,1,1,1,,,,
8/3/14,Harlem,1,1,1,1,0,1,1,Note,1,6,0,2,1,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,1,0,0,0,0,0,1,1,1,1,1,,,,
,,1,1,4,0,0,1,0,iphone,3,6,1,,1,,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,2,3,1,0,1,1,0,0,1,1,1,1,1,,,,
8/9/14,Park Slope (Sunset park market),0,1,1,2,0,1,1,LG,4,6,1,,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,3,2,4,0,1,0,1,2,0,1,1,1,1,,,,
7/30/14,Brownsville (Clinic),0,1,0,2,0,1,0,,,6,0,0,1,,2,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,2,3,0,1,0,1,1,1,1,1,1,1,,,,
8/4/14,NYCHA,0,1,2,1,0,1,0,iphone,,6,1,,1,,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,0,3,0,0,0,1,0,1,1,1,1,1,,,,
7/30/14,Brownsville (Clinic),1,1,1,1,0,1,1,Galaxy,,6,1,,1,,2,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,3,2,0,1,0,0,1,1,1,1,0,1,,,,
7/24/14,Train,1,1,2,2,0,1,1,Galaxy,0,8,0,0,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,1,0,0,2,1,1,1,1,1,,,,
7/18/14,Central Park,1,1,1,0,0,1,0,iphone,1,8,1,,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3,0,1,0,0,2,1,1,1,1,1,,,,
8/1-8/7,Bronx Zoo,1,1,1,1,0,2,0,iphone,0,0,1,,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,2,1,3,1,1,0,1,2,0,1,1,1,1,,,,
7/20-7/27,Harlem,0,1,1,1,0,2,1,Google Nexus,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,4,0,1,2,1,1,1,1,1,1,,,,
7/20/14,East NY (Gateway Mall),0,1,1,2,0,2,1,Galaxy,2,0,1,,1,,0,0,1,0,0,1,0,0,1,1,0,1,1,0,2,3,0,1,0,1,1,1,2,1,1,1,1,1,,,,
7/25/14,UWS (door to door),0,1,1,2,0,2,0,iphone,0,1,1,,1,,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,2,1,3,1,1,0,1,2,0,1,1,1,1,,,,
7/18/14,SoBro (Courtlandt),0,1,1,2,0,2,1,iphone,0,1,1,,1,,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,,,,1,0,1,1,2,1,1,0,1,1,,,,
7/22/14,SoBro (Simpson/196),0,1,0,2,0,2,1,Galaxy,0,1,0,2,1,,0,0,0,0,0,1,0,0,1,0,0,0,1,1,3,2,0,1,1,1,0,1,2,1,0,1,1,1,,,,
8/4/14,Dwtn Bklyn (City Tech),0,1,1,2,0,2,0,iphone,0,1,1,,1,,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,4,2,3,0,0,0,1,2,0,1,1,1,1,,,,
7/19/14,SoBro (St Mary’s Park),1,1,0,2,0,2,0,iphone,0,1,1,,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,2,3,1,0,1,0,1,2,1,1,1,0,1,,,,
8/9/14,Park Slope (Sunset park market),1,1,4,1,0,2,1,Galaxy,0,1,1,,1,,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,4,3,2,0,1,0,1,2,1,1,1,1,0,,,,
8/4/14,Dwtn Bklyn (City Tech),0,1,1,2,0,2,1,Galaxy,0,1,1,,1,,0,0,1,0,1,0,1,0,1,0,0,1,1,0,2,4,1,3,0,1,0,1,2,1,1,1,1,0,,,,
8/9/14,Park Slope (Sunset park market),0,1,1,2,1,2,1,T-mobile,0,1,1,,1,,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,2,4,3,0,1,0,1,2,1,1,1,1,1,,,,
8/2/14,Dwtn Bklyn,0,1,1,2,0,2,0,iphone,1,1,1,,1,,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,3,2,4,0,1,0,1,2,1,1,1,1,0,,,,
7/31/14,Grand Army Market,0,1,1,2,0,2,0,iphone,1,1,0,1,1,,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,3,2,4,0,1,0,1,2,1,1,1,0,1,,,,
8/9/14,Park Slope (Sunset park market),1,1,1,2,0,2,0,iphone,1,1,0,3,1,,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,3,2,4,0,0,0,1,2,1,1,1,1,0,,,,
8/14/14,Brownsville (BRC Center),1,1,2,2,0,2,0,iphone,1,1,1,,1,,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,3,2,4,0,1,0,0,2,1,1,1,1,1,,,,
